INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long
I182070068,1402,Vandalism,VANDALISM,E13,608,2018,8,Friday,19,Part Two,S HUNTINGTON AVE,42.32639844,-71.11152626
I182070067,3301,Verbal Disputes,VERBAL DISPUTE,A7,4,2018,8,Friday,19,Part Three,BAYSWATER ST,42.38248472,-70.99982811
I182070066,801,Simple Assault,ASSAULT - SIMPLE,A7,23,2018,8,Friday,19,Part Two,BENNINGTON ST,42.3764438,-71.03474021
I182070066,1503,Firearm Violations,"WEAPON - OTHER - CARRYING / POSSESSING, ETC",A7,23,2018,8,Friday,19,Part Two,BENNINGTON ST,42.3764438,-71.03474021
I182070066,2407,Disorderly Conduct,ANNOYING AND ACCOSTING,A7,23,2018,8,Friday,19,Part Two,BENNINGTON ST,42.3764438,-71.03474021
I182070066,2657,Other,VIOLATION - CITY ORDINANCE,A7,23,2018,8,Friday,19,Part Two,BENNINGTON ST,42.3764438,-71.03474021
I182070065,3801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,D14,755,2018,8,Friday,18,Part Three,TREMONT ST,42.35115368,-71.17291563
I182070064,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14,771,2018,8,Thursday,12,Part Three,WINSHIP ST,42.34666037,-71.15209532
I182070063,3801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,A15,60,2018,8,Friday,14,Part Three,ARROW ST,42.37270654,-71.06412658
I182070062,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,C6,230,2018,8,Friday,19,Part Three,L ST,42.3335379,-71.03531827
I182070061,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",E5,559,2018,8,Friday,19,Part Two,DURNELL AVE,42.28219943,-71.13269192
I182070060,3112,Landlord/Tenant Disputes,LANDLORD - TENANT SERVICE,C6,229,2018,8,Friday,19,Part Three,E FIFTH ST,42.33381437,-71.04284935
I182070059,2610,Other,TRESPASSING,B2,179,2018,8,Friday,18,Part Two,GERARD ST,42.33176796,-71.07182739
I182070058,3115,Investigate Person,INVESTIGATE PERSON,E18,545,2018,8,Tuesday,19,Part Three,GORDON AVE,42.25866047,-71.12986111
I182070057,3114,Investigate Property,INVESTIGATE PROPERTY,C11,336,2018,8,Friday,18,Part Three,RICHFIELD ST,42.30597541,-71.07011898
I182070056,3115,Investigate Person,INVESTIGATE PERSON,E18,540,2018,8,Friday,18,Part Three,SUNNYSIDE ST,42.25137716,-71.13295048
I182070054,3115,Investigate Person,INVESTIGATE PERSON,B2,304,2018,8,Friday,18,Part Three,MARCELLA ST,42.32102023,-71.09352344
I182070053,1402,Vandalism,VANDALISM,C11,345,2018,8,Friday,9,Part Two,HOMES AVE,42.30344073,-71.06674608
I182070052,617,Larceny,LARCENY THEFT FROM BUILDING,D14,800,2018,8,Friday,18,Part One,BRIGHTON AVE,42.35272466,-71.12927406
I182070051,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,E18,961,2018,8,Friday,18,Part One,SUMMER ST,42.25716913,-71.12530617
I182070050,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",C11,385,2018,8,Friday,18,Part Two,HALLET ST,42.28076737,-71.04736497
I182070049,3115,Investigate Person,INVESTIGATE PERSON,B3,446,2018,8,Friday,18,Part Three,NORWELL ST,42.29828416,-71.07869447
I182070048,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D4,620,2018,8,Friday,18,Part Three,BOYLSTON ST,42.34710196,-71.08841746
I182070047,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,E18,521,2018,8,Friday,14,Part Three,HYDE PARK AVE,42.25582051,-71.12411928
I182070046,3810,Motor Vehicle Accident Response,M/V ACCIDENT - INVOLVING  BICYCLE - INJURY,D14,760,2018,8,Friday,17,Part Three,WASHINGTON ST,42.34934252,-71.16386818
I182070045,1402,Vandalism,VANDALISM,E13,303,2018,8,Sunday,18,Part Two,COLUMBUS AVE,42.3189886,-71.0983998
I182070044,1831,Drug Violation,DRUGS - SICK ASSIST - OTHER NARCOTIC,C6,177,2018,8,Friday,18,Part Two,MASSACHUSETTS AVE,42.33152148,-71.07085307
I182070043,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B3,444,2018,8,Friday,17,Part Three,BLUE HILL AVE,42.29663584,-71.08729385
I182070042,619,Larceny,LARCENY ALL OTHERS,C11,345,2018,8,Thursday,5,Part One,RIDGEWOOD ST,42.30209443,-71.06575183
I182070041,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B2,266,2018,8,Thursday,20,Part Three,WINTHROP ST,42.32506222,-71.0789508
I182070040,3111,License Violation,LICENSE PREMISE VIOLATION,C6,206,2018,8,Friday,18,Part Three,SLEEPER ST,42.35348229,-71.04814061
I182070039,3115,Investigate Person,INVESTIGATE PERSON,A7,28,2018,8,Friday,18,Part Three,PARIS ST,42.37081805,-71.03929078
I182070038,3201,Property Lost,PROPERTY - LOST,A1,72,2018,8,Thursday,18,Part Three,CAMBRIDGE ST,42.36109742,-71.06206081
I182070037,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,E5,680,2018,8,Friday,17,Part Three,CORINTH ST,42.28593201,-71.12933705
I182070036,3801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,A1,111,2018,8,Friday,17,Part Three,MASON ST,42.35483584,-71.06267377
I182070035,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,B2,904,2018,8,Friday,17,Part Two,ZEIGLER ST,42.32924494,-71.08200715
I182070035,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",B2,904,2018,8,Friday,17,Part Two,ZEIGLER ST,42.32924494,-71.08200715
I182070034,619,Larceny,LARCENY ALL OTHERS,D14,796,2018,8,Friday,15,Part One,CHESTER ST,42.35159398,-71.12865659
I182070033,3115,Investigate Person,INVESTIGATE PERSON,B2,329,2018,8,Friday,16,Part Three,OLDFIELDS RD,42.30821604,-71.07997835
I182070032,617,Larceny,LARCENY THEFT FROM BUILDING,E13,583,2018,8,Friday,13,Part One,DAY ST,42.32512297,-71.10777974
I182070031,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B2,318,2018,8,Friday,16,Part Three,SEAVER ST,42.30878855,-71.09055618
I182070030,2647,Other,THREATS TO DO BODILY HARM,D4,162,2018,8,Friday,16,Part Two,WASHINGTON ST,42.34617634,-71.06471061
I182070029,2900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,C6,172,2018,8,Friday,17,Part Two,MASSACHUSETTS AVE,42.332604,-71.072024
I182070027,3301,Verbal Disputes,VERBAL DISPUTE,E13,579,2018,8,Friday,16,Part Three,PRIESING ST,42.32188259,-71.10378919
I182070026,2647,Other,THREATS TO DO BODILY HARM,B2,258,2018,8,Friday,16,Part Two,MONADNOCK ST,42.31633855,-71.06879992
I182070025,613,Larceny,LARCENY SHOPLIFTING,B2,329,2018,8,Friday,17,Part One,BLUE HILL AVE,42.30896999,-71.08284839
I182070024,3410,Towed,TOWED MOTOR VEHICLE,D14,760,2018,8,Friday,14,Part Three,FAIRBANKS ST,42.35071344,-71.16296497
I182070023,706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,B2,604,2018,8,Friday,0,Part One,OSWALD ST,42.3312567,-71.10418684
I182070022,802,Simple Assault,ASSAULT SIMPLE - BATTERY,C11,254,2018,8,Friday,17,Part Two,DORCHESTER AVE,42.30756404,-71.05843368
I182070021,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,D14,778,2018,8,Friday,16,Part Three,WASHINGTON ST,42.34901546,-71.15160335
I182070020,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C11,349,2018,8,Friday,16,Part Three,ADAMS ST,42.30263978,-71.06038376
I182070019,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,E18,550,2018,8,Thursday,21,Part One,POPLAR ST,42.26988893,-71.1321351
I182070017,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,E18,503,2018,8,Friday,16,Part Three,AMERICAN LEGION HWY,42.28671034,-71.10822888
I182070016,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E13,607,2018,8,Friday,15,Part Three,GROTTO GLEN RD,42.32563183,-71.10845359
I182070015,619,Larceny,LARCENY ALL OTHERS,A1,92,2018,8,Wednesday,15,Part One,CITY HALL PLZ,42.35972137,-71.0585236
I182070014,3503,Missing Person Located,MISSING PERSON - NOT REPORTED - LOCATED,B2,281,2018,8,Friday,14,Part Three,GREENVILLE ST,42.32696802,-71.08051941
I182070013,2900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,D4,618,2018,8,Friday,16,Part Two,BOYLSTON ST,42.34601613,-71.0938121
I182070012,3201,Property Lost,PROPERTY - LOST,D4,283,2018,8,Friday,16,Part Three,HUNTINGTON AVE,42.34044966,-71.08845935
I182070011,616,Larceny,LARCENY THEFT OF BICYCLE,D4,130,2018,8,Friday,14,Part One,BOYLSTON ST,42.34980175,-71.07840978
I182070010,3115,Investigate Person,INVESTIGATE PERSON,B3,469,2018,8,Thursday,17,Part Three,BLUE HILL AVE,42.27567917,-71.09363988
I182070009,1106,Confidence Games,FRAUD - CREDIT CARD / ATM FRAUD,C11,356,2018,8,Sunday,0,Part Two,GENEVA AVE,42.29848866,-71.06313294
I182070008,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,A15,58,2018,8,Thursday,17,Part One,MAIN ST,42.3772126,-71.06669262
I182070006,3410,Towed,TOWED MOTOR VEHICLE,D14,790,2018,8,Friday,14,Part Three,ORKNEY RD,42.33735844,-71.14815254
I182070005,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,E18,496,2018,8,Friday,15,Part Three,METROPOLITAN AVE,42.26847209,-71.11941323
I182070003,3201,Property Lost,PROPERTY - LOST,D4,130,2018,8,Friday,13,Part Three,BOYLSTON ST,42.34980175,-71.07840978
I182070002,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,C11,236,2018,8,Friday,16,Part Two,COLUMBIA RD,42.32030801,-71.05765038
I182070000,3201,Property Lost,PROPERTY - LOST,B2,587,2018,8,Friday,14,Part Three,TREMONT ST,42.33153509,-71.09534648
I182069999,617,Larceny,LARCENY THEFT FROM BUILDING,B2,311,2018,8,Tuesday,10,Part One,SAVIN ST,42.31719004,-71.08167267
I182069998,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E13,579,2018,8,Friday,15,Part Three,CHESTNUT AVE,42.32055391,-71.1032743
I182069997,3115,Investigate Person,INVESTIGATE PERSON,B2,605,2018,8,Friday,12,Part Three,FRAWLEY ST,42.33279607,-71.10793327
I182069996,1106,Confidence Games,FRAUD - CREDIT CARD / ATM FRAUD,C11,337,2018,8,Friday,9,Part Two,OLNEY ST,42.30512773,-71.07370747
I182069995,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B2,329,2018,8,Friday,15,Part Two,BLUE HILL AVE,42.30938437,-71.08262277
I182069994,3119,Firearm Discovery,FIREARM/WEAPON - FOUND OR CONFISCATED,C6,219,2018,8,Friday,14,Part Three,THOMAS PARK,42.33219302,-71.04505385
I182069992,3115,Investigate Person,INVESTIGATE PERSON,E5,727,2018,8,Friday,14,Part Three,GARDNER ST,42.27724055,-71.16780065
I182069991,706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,C11,397,2018,8,Thursday,12,Part One,TALBOT AVE,42.29004971,-71.07021576
I182069990,3301,Verbal Disputes,VERBAL DISPUTE,E18,529,2018,8,Friday,14,Part Three,W MILTON ST,42.23951493,-71.13964409
I182069989,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,E18,490,2018,8,Friday,13,Part Three,AMERICAN LEGION HWY,42.27531312,-71.11587798
I182069988,311,Robbery,ROBBERY - COMMERCIAL,C11,341,2018,8,Thursday,23,Part One,BOWDOIN ST,42.30609356,-71.0671857
I182069987,1106,Confidence Games,FRAUD - CREDIT CARD / ATM FRAUD,E18,478,2018,8,Wednesday,8,Part Two,TAUNTON AVE,42.26893455,-71.10941865
I182069986,3410,Towed,TOWED MOTOR VEHICLE,D14,788,2018,8,Friday,14,Part Three,COMMONWEALTH AVE,42.34136871,-71.14864682
I182069985,2906,Violations,VAL - OPERATING UNREG/UNINS  CAR,B2,288,2018,8,Friday,14,Part Two,MARVIN ST,42.32988771,-71.08445915
I182069984,2629,Harassment,HARASSMENT,E18,516,2018,8,Friday,14,Part Two,TRUMAN PKWY,42.25188297,-71.11915243
I182069983,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,A1,64,2018,8,Friday,13,Part One,FRUIT ST,42.36240281,-71.06954652
I182069981,3114,Investigate Property,INVESTIGATE PROPERTY,E18,519,2018,8,Friday,14,Part Three,DAVISON ST,42.25559206,-71.119909
I182069979,2905,Violations,VAL - OPERATING WITHOUT LICENSE,E13,574,2018,8,Friday,14,Part Two,WASHINGTON ST,42.30999747,-71.10401136
I182069978,2647,Other,THREATS TO DO BODILY HARM,C11,362,2018,8,Friday,14,Part Two,WASHINGTON ST,42.29131613,-71.07170293
I182069977,1109,Fraud,FRAUD - WIRE,E5,704,2018,8,Tuesday,0,Part Two,TENNYSON ST,42.27722463,-71.14924044
I182069976,802,Simple Assault,ASSAULT SIMPLE - BATTERY,C11,355,2018,8,Thursday,19,Part Two,DORCHESTER AVE,42.29919694,-71.06046974
I182069976,2647,Other,THREATS TO DO BODILY HARM,C11,355,2018,8,Thursday,19,Part Two,DORCHESTER AVE,42.29919694,-71.06046974
I182069974,724,Auto Theft,AUTO THEFT,B2,604,2018,8,Wednesday,11,Part One,SACHEM ST,42.33151289,-71.10494901
I182069973,2647,Other,THREATS TO DO BODILY HARM,B3,444,2018,8,Friday,12,Part Two,VESTA RD,42.2960628,-71.08664795
I182069972,3002,Medical Assistance,ANIMAL CONTROL - DOG BITES - ETC.,C6,936,2018,8,Friday,13,Part Three,ORTON-MAROTTA WAY,42.33731824,-71.0538321
I182069971,3112,Landlord/Tenant Disputes,LANDLORD - TENANT SERVICE,D14,794,2018,8,Wednesday,12,Part Three,COMMONWEALTH AVE,42.34835708,-71.13645291
I182069970,619,Larceny,LARCENY ALL OTHERS,C11,242,2018,8,Sunday,16,Part One,BAKERSFIELD ST,42.31567062,-71.0613961
I182069969,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,A15,50,2018,8,Wednesday,20,Part One,CAMBRIDGE ST,42.38233296,-71.07923596
I182069965,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,C6,219,2018,8,Friday,10,Part One,OLD HARBOR ST,42.33149655,-71.04742314
I182069964,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E5,560,2018,8,Friday,13,Part Three,WASHINGTON ST,42.28625875,-71.12833143
I182069963,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C6,177,2018,8,Friday,13,Part Three,SOUTHAMPTON ST,42.3318188,-71.06868237
I182069962,3410,Towed,TOWED MOTOR VEHICLE,A15,50,2018,8,Friday,13,Part Three,ROLAND ST,42.38189643,-71.07821902
I182069960,802,Simple Assault,ASSAULT SIMPLE - BATTERY,D4,143,2018,8,Friday,13,Part Two,BOYLSTON ST,42.34862382,-71.08277637
I182069959,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,D14,752,2018,8,Friday,14,Part One,GREYMERE RD,42.34854976,-71.16260923
I182069958,1402,Vandalism,VANDALISM,C6,914,2018,8,Friday,21,Part Two,MONSIGNOR DENNIS F O'CALL,42.32752693,-71.05541255
I182069957,3112,Landlord/Tenant Disputes,LANDLORD - TENANT SERVICE,A7,20,2018,8,Friday,13,Part Three,CHELSEA ST,42.37638326,-71.03124103
I182069956,423,Aggravated Assault,ASSAULT - AGGRAVATED,B3,427,2018,8,Friday,11,Part One,FESSENDEN ST,42.27855984,-71.09199697
I182069955,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B3,457,2018,8,Friday,13,Part Three,BRADSHAW ST,42.29855717,-71.08348265
I182069954,3820,Motor Vehicle Accident Response,M/V ACCIDENT INVOLVING PEDESTRIAN - INJURY,D4,170,2018,8,Friday,13,Part Three,E SPRINGFIELD ST,42.3360292,-71.07517847
I182069953,3301,Verbal Disputes,VERBAL DISPUTE,C11,461,2018,8,Friday,13,Part Three,ROSSETER ST,42.30417845,-71.07600129
I182069952,3114,Investigate Property,INVESTIGATE PROPERTY,E18,555,2018,8,Friday,12,Part Three,METROPOLITAN AVE,42.27435819,-71.12403732
I182069951,616,Larceny,LARCENY THEFT OF BICYCLE,D4,138,2018,8,Friday,9,Part One,NEWBURY ST,42.35059717,-71.07881031
I182069950,619,Larceny,LARCENY ALL OTHERS,D14,796,2018,8,Friday,13,Part One,COMMONWEALTH AVE,42.35107111,-71.12570166
I182069949,3201,Property Lost,PROPERTY - LOST,E5,941,2018,8,Friday,13,Part Three,ARCHDALE RD,42.2917221,-71.1196546
